"id","texto"
1088,"Consecuencias de esta controvertida afirmación ha tenido evidencias en el post modernismo reciente ante la manipulación indiscriminada de las religiones, uno de cuyos exponentes es el “Asedio de Waco” que en 1993 terminó con la vida de 76 personas del culto de los Davidianos. https://es.wikipedia.org/wiki/Asedio_de_Waco  "
1089,"Concilio Vaticano I – 1869 – 1870 https://www.clerus.org/bibliaclerusonline/es/jud.htm"
1090,"El diálogo ecuménico convoca a las distintas corrientes del Cristianismo, diferente al diálogo interreligioso."
1091,"Homilía de su Santidad Pablo VI, Marzo 5 de 1978 en el primer centenario de la muerte del Papa Pio ix https://www.vatican.va/content/paul-vi/es/homilies/1978/documents/hf_p-vi_hom_19780305.pdf "
1092,"“Su Santidad” es una distinción respetuosa hacia el Papa de turno, la cual no implica que sea Santo."
1093,"El dogma de la infabilidad papal  HYPERLINK ""https://es.catholic.net/op/articulos/42365/cat/12/el-dogma-de-la-infalibilidad-papal.html"" \l ""modal""https://es.catholic.net/op/articulos/42365/cat/12/el-dogma-de-la-infalibilidad-papal.html#modal"
1094,"Mateo 16,18. La Biblia – Latinoamerica, Edición revisada 2005, texto íntegro traducido del hebreo y del griego."
1095,"Concilio Vaticano I – 1869 – 1870 https://www.clerus.org/bibliaclerusonline/es/jud.htm"
1096,"Biografía de Santa Magdalena Sofía de  Barat https://www.sagrado.edu.ar/index.php/institucional-1/historia/7-biografia-de-santa-magdalena-sofia-barat"
1097,"Las religiosas del Sagrado Corazón de Jesús https://www.centre-sophie-barat.com/Las-religiosas-del-Sagrado-Corazon "
1098,"Biografía de Marcelino Champagnat  HYPERLINK ""https://es.catholic.net/op/articulos/47944/cat/36/san-marcelino-champagnat-1789-1840.html"" \l ""modal""https://es.catholic.net/op/articulos/47944/cat/36/san-marcelino-champagnat-1789-1840.html#modal"
1099,"Hermanos Maristas https://champagnat.org/es/"
1100,"Biografía de San Juan Bosco https://trinidad.salesianos.edu/blog/2018/11/06/breve-biografia-de-san-juan-bosco/"
1101,"Biografia de Santa Maria Mazzarello https://www.aciprensa.com/santo/126/santa-maria-mazzarello-fundadora"
1102,"Biografía de San Antonio María Claret https://www.claret.org/es/nuestra-congregacion/san-antonio-maria-claret/"
1103,"La Familia Salesiana https://www.sdb.org/es/Familia_Salesiana/"
1104,"Biografía Papa Liberio  HYPERLINK ""https://ec.aciprensa.com/wiki/Papa_Liberio"" \l ""Juicios_Modernos_sobre_el_Papa_Liberio""https://ec.aciprensa.com/wiki/Papa_Liberio#Juicios_Modernos_sobre_el_Papa_Liberio"
1105,"Biografía Papa Vigilio https://ec.aciprensa.com/wiki/Papa_Vigilio"
1106,"Biografia Papa Honorio https://ec.aciprensa.com/wiki/Papa_Honorio_I"
1107,"Como ilustración, la obra cumbre de Nietzsche , “Así habló zaratustra”, no sería posible sin la Biblia, pues es una parodia de la misma."
1108,"Padres de la iglesia"
1109,"An essay on the development of the Christian doctrine, John Henry Newman, pág 296-301"
1110,"Biografía del papa Leon XIII  HYPERLINK ""https://es.catholic.net/op/articulos/32222/cat/627/quien-fue-el-papa-leon-xiii.html"" \l ""modal""https://es.catholic.net/op/articulos/32222/cat/627/quien-fue-el-papa-leon-xiii.html#modal"
1111,"Epístola encílica “Aeterni Patris” del sumo pontífice León XIII, sobre la restauración de la filosofía Cristiana conforme a la doctrina de Santo Tomás de Aquino https://www.vatican.va/content/leo-xiii/es/encyclicals/documents/hf_l-xiii_enc_04081879_aeterni-patris.html"
1112,"Historia de la Iglesia , Capítulo cinco , tema 3, Pio VII y la labor de los papas , Padre Antonio Rivero L.C"
1113,"Carta encíclica “Rerum Novarum” del sumo pontífice Leon XIII, sobre la situación de los obreros. https://www.vatican.va/content/leo-xiii/es/encyclicals/documents/hf_l-xiii_enc_15051891_rerum-novarum.html"
1114,"Conflictos bélicos siglo XX https://es.wikipedia.org/wiki/Anexo:Conflictos_b%C3%A9licos_del_siglo_XX"
1115,"Biografía de Benito Juarez https://www.biografiasyvidas.com/biografia/j/juarez.htm"
1116,"Biografía de Sebastián Lerdo de Tejada https://www.biografiasyvidas.com/biografia/l/lerdo.htm"
1117,"Biografía de Porfirio Díaz https://www.biografiasyvidas.com/biografia/d/diaz_porfirio.htm"
1118,"Revolución Mexicana https://edomex.gob.mx/revolucion_mexicana_2021"
1119,"Biografía de Francisco Madero https://www.biografiasyvidas.com/biografia/m/madero.htm "
1120,"Biografía de Pancho Villa https://www.biografiasyvidas.com/biografia/v/villa.htm"
1121,"Biografía de Emiliano Zapata https://www.biografiasyvidas.com/biografia/z/zapata.htm"
1122,"Biografía de Victoriano Huerta https://www.biografiasyvidas.com/biografia/h/huerta.htm"
1123,"Biografía de Venustiano Carranza https://www.biografiasyvidas.com/biografia/c/carranza.htm"
1124,"Biografía de Álvaro Obregón https://www.biografiasyvidas.com/biografia/o/obregon_alvaro.htm"
1125,"Biografía de Plutarco Elias Calles  https://www.biografiasyvidas.com/biografia/c/calles.htm"
1126,"¿Guerra Justa ? https://pastoralsj.org/guerra-justa/"
1127,"Guerra de los Cristeros https://ec.aciprensa.com/wiki/Guerra_de_los_Cristeros"
1128,"233 Mártires en España  HYPERLINK ""https://www.es.catholic.net/op/articulos/35346/cat/1239/233-martires-en-espana.html"" \l ""modal""https://www.es.catholic.net/op/articulos/35346/cat/1239/233-martires-en-espana.html#modal "
1129,"Constitución apostólica Humanae Salutis de nuestro señor Juan por la divina providencia Papa XXIII por el que se convoca el concilio Vaticano II. https://www.vatican.va/content/john-xxiii/es/apost_constitutions/1961/documents/hf_j-xxiii_apc_19611225_humanae-salutis.html"
1130,"¿ Que fue la guerra fría ? https://www.nationalgeographic.es/historia/que-fue-la-guerra-fria"
1131,"Dicasterios de la curia Romana https://www.vatican.va/content/romancuria/es.html"
1132,"Concilio Ecuménico Vaticano II. Constituciones, decretos, declaraciones, edición promovida por la Conferencia Episcopal Española, Diciembre de 2022, páginas XIV-XVII  "
1133,"Concilio Ecuménico Vaticano II. Constituciones, decretos, declaraciones, edición promovida por la Conferencia Episcopal Española, Diciembre de 2022, páginas XVII-XX"
1134,"Concilio Ecuménico Vaticano II. Constituciones, decretos, declaraciones, edición promovida por la Conferencia Episcopal Española, Diciembre de 2022, páginas XX-XXV"
1135," Un ejemplo de su justificación son las siete notas de Newman, que no necesariamente se siguen desde el Magisterio de la fe."
1136,"Concilio Ecuménico Vaticano II. Constituciones, decretos, declaraciones, edición promovida por la Conferencia Episcopal Española, Diciembre de 2022, páginas XXV-XXVIII"
1137,"Concilio Ecuménico Vaticano II. Constituciones, decretos, declaraciones, edición promovida por la Conferencia Episcopal Española, Diciembre de 2022, páginas XXVIII-XXXII"
1138,"Concilio Ecuménico Vaticano II. Constituciones, decretos, declaraciones, edición promovida por la Conferencia Episcopal Española, Diciembre de 2022, páginas XXVIII-XXXV"
1139,"Documentos del concilio Vaticano II https://www.vatican.va/archive/hist_councils/ii_vatican_council/index_sp.htm"
1140,"Constitución dogmática sobre la Iglesia, Lumen Gentium Capítulo 1, El misterio de la Iglesia,  No.12 https://www.vatican.va/archive/hist_councils/ii_vatican_council/documents/vat-ii_const_19641121_lumen-gentium_sp.html"
1141,"Constitución dogmática sobre la Iglesia, Lumen Gentium Capítulo 1, El misterio de la Iglesia,  No.15 https://www.vatican.va/archive/hist_councils/ii_vatican_council/documents/vat-ii_const_19641121_lumen-gentium_sp.html"
1142,"Constitución dogmática sobre la Iglesia, Lumen Gentium Capítulo 1, El misterio de la Iglesia,  No.16 https://www.vatican.va/archive/hist_councils/ii_vatican_council/documents/vat-ii_const_19641121_lumen-gentium_sp.html"
1143,"Concilio Ecuménico Vaticano II. Constituciones, decretos, declaraciones, edición promovida por la Conferencia Episcopal Española, Diciembre de 2022, página 181."
1144," Constitución pastoral, Gaudium et spes, sobre la Iglesia en el mundo actual, No. 5 https://www.vatican.va/archive/hist_councils/ii_vatican_council/documents/vat-ii_const_19651207_gaudium-et-spes_sp.html"
1145,"Constitución pastoral, Gaudium et spes, sobre la Iglesia en el mundo actual, No. 6 https://www.vatican.va/archive/hist_councils/ii_vatican_council/documents/vat-ii_const_19651207_gaudium-et-spes_sp.html"
1146," ¿ Han perdido los jóvenes árabes la fe en la democracia ? https://blogs.worldbank.org/es/arabvoices/han-perdido-los-jovenes-arabes-la-fe-en-la-democracia"
1147,"The desillution and frustration of a new generation is fuelling hong kong´s protests https://www.newyorker.com/news/daily-comment/the-disillusion-and-frustration-of-a-new-generation-is-fuelling-hong-kongs-protests"
1148," Levantamientos sociales en Latino América – datos estadísticos  HYPERLINK ""https://es.statista.com/temas/8783/levantamientos-sociales-en-america-latina/"" \l ""topicOverview""https://es.statista.com/temas/8783/levantamientos-sociales-en-america-latina/#topicOverview"
1149,"Constitución pastoral, Gaudium et spes, sobre la Iglesia en el mundo actual, No. 7 https://www.vatican.va/archive/hist_councils/ii_vatican_council/documents/vat-ii_const_19651207_gaudium-et-spes_sp.html"
1150," Postmodernismo, https://plato.stanford.edu/entries/postmodernism/"
1151," Biografía de Sören Kierkegaard https://www.biografiasyvidas.com/biografia/k/kierkegaard.htm"
1152," Kierkegaard vs Hegel on religion and individuality  https://www.youtube.com/watch?v=9QHNodY8Ki8&list=LL&index=2&t=1033s"
1153," Soren Kierkegaard  HYPERLINK ""https://www.philosophica.info/voces/kierkegaard/Kierkegaard.html"" \l ""toc12""https://www.philosophica.info/voces/kierkegaard/Kierkegaard.html#toc12"
1154," Books that rocked my world: Kierkegaard’s “Papers & Journals”, Mattew Becklo, May 2022 https://www.wordonfire.org/articles/books-that-rocked-my-world-kierkegaards-papers-and-journals/"
1155,"Biografía de Martine Heidegger https://www.biografiasyvidas.com/biografia/h/heidegger.htm"
1156," Tomado de clase virtual sobre Heidegger de Darío Sztanjnszrajber, licenciado en filosofía (https://www.flacso.org.ar/docentes/sztajnszrajber-dario/) y comentarios sobre Heidegger de Gustavo Fangeibaum, Doctor en filosofia (https://www.gusfai.com/bio)"
1157,"Biografía de Jean-François Lyotard https://www.biografiasyvidas.com/biografia/l/lyotard.htm"
1158," Biografía de Michel Foucault https://www.biografiasyvidas.com/biografia/f/foucault_michel.htm"
1159,"La epistemología es una rama de la filosofía que estudia los problemas relacionados con la validez y obtención del conocimiento. https://concepto.de/epistemologia/"
1160,"Biografía de Jacques Derrida https://www.biografiasyvidas.com/biografia/d/derrida.htm"
1161," Deconstrucción en palabras de Derrida https://ciberestetica.wordpress.com/2021/02/19/deconstruccion-en-palabras-de-derrida/"
1162," Definición de “Estructuralismo” https://humanidades.com/estructuralismo/"
1163,"Cibernética es la ciencia de los sistemas de control y retroalimentación, soportados o impulsados por la computación, particularmente en su relación con los seres vivos y el ser humano  HYPERLINK ""https://ingenieria.lasalle.mx/el-concepto-de-cibernetica-en-el-mundo-actual/"" \l "":~:text=La Cibernética es la ciencia,vivos y el ser humano.""https://ingenieria.lasalle.mx/el-concepto-de-cibernetica-en-el-mundo-actual/#:~:text=La%20Cibernética%20es%20la%20ciencia,vivos%20y%20el%20ser%20humano."
1164," Diferente a “Difference” en Frances; “différance” es una definición central en la filosofía de Derrida."
1165," Su filosofía se interpreta como artífice de una “nueva ética mundial” por Marguerite A. Peeters, Institute for Intercultural Dialogue Dynamics, asbl.  http://www.laici.va/content/dam/laici/documenti/donna/filosofia/espanol/nueva-e_tica-mundial-retos-para-la-iglesia.pdf"
1166,"Biografía de Jean Baudrillard https://www.biografiasyvidas.com/biografia/b/baudrillard.htm"
1167," Definición Hermenéutica https://es.wikipedia.org/wiki/Hermenéutica"
1168," Biografía de Gianni Vattimo https://www.buscabiografias.com/biografia/verDetalle/11180/Gianni%20Vattimo"
1169," Gianni Vattimo - “Adios a al verdad” https://www.filosofia.mx/gianni-vattimo/"
1170," Giovanni Vattimo: “El filósofo de lo débil y de lo fuerte”  HYPERLINK ""https://es.linkedin.com/pulse/gianni-vattimo-el-filósofo-de-lo-débil-y-fuerte-castro-guerra"" \l "":~:text=El pensamiento fuerte quería basar,de interpretaciones históricas y culturales.""https://es.linkedin.com/pulse/gianni-vattimo-el-filósofo-de-lo-débil-y-fuerte-castro-guerra#:~:text=El%20pensamiento%20fuerte%20quería%20basar,de%20interpretaciones%20históricas%20y%20culturales."
1171,"Biografía de Jürgen Habermas https://www.biografiasyvidas.com/biografia/h/habermas.htm"
1172," En general, Dionisiaco significa propio de la naturaleza atribuida al dios griego Dioniso (dios del vino y de la sensualidad) o relacionado con ella,el término ""dionisíaco"" (o dionisiaco) fue introducido por Nietzsche en filosofía, en su obra ""El origen de la tragedia"".https://www.webdianoia.com/glosario/display.php?action=view&id=88&from=action=search%7Cby=D"
1173,"Habermas y Ratzinger: diálogo en Baviera https://www.elespanol.com/el-cultural/blogs/entreclasicos/20230103/Habermas-ratzinger-discurso-baviera/730796917_12.html"
1174," De animales a Dioses, Yuval Noah Harari, Página 41."
1175," Constitución pastoral, Gaudium et spes, sobre la Iglesia en el mundo actual, No. 8 https://www.vatican.va/archive/hist_councils/ii_vatican_council/documents/vat-ii_const_19651207_gaudium-et-spes_sp.html"
1176,"Constitución pastoral, Gaudium et spes, sobre la Iglesia en el mundo actual, No. 9 https://www.vatican.va/archive/hist_councils/ii_vatican_council/documents/vat-ii_const_19651207_gaudium-et-spes_sp.html"
1177,"Constitución pastoral, Gaudium et spes, sobre la Iglesia en el mundo actual, No. 10 https://www.vatican.va/archive/hist_councils/ii_vatican_council/documents/vat-ii_const_19651207_gaudium-et-spes_sp.html"
1178,"Constitución pastoral, Gaudium et spes, sobre la Iglesia en el mundo actual, No. 12-16 https://www.vatican.va/archive/hist_councils/ii_vatican_council/documents/vat-ii_const_19651207_gaudium-et-spes_sp.html"
1179,"Constitución pastoral, Gaudium et spes, sobre la Iglesia en el mundo actual, No. 53 al 63 https://www.vatican.va/archive/hist_councils/ii_vatican_council/documents/vat-ii_const_19651207_gaudium-et-spes_sp.html"
1180," “Culture and development”, Des Gasper.Prefinal version of a chapter in The Elgar Companion to Development Studies (2006), edited byDavid A. Clark, Cheltenham, UK: Edward Elgar, pp. 96-101.-Erasmus University Rotterdams’s institutional repository https://repub.eur.nl/pub/50681/metis_168345.pdf"
1181,"Constitución pastoral, Gaudium et spes, sobre la Iglesia en el mundo actual, No. 63-66 https://www.vatican.va/archive/hist_councils/ii_vatican_council/documents/vat-ii_const_19651207_gaudium-et-spes_sp.html"
1182,"Constitución pastoral, Gaudium et spes, sobre la Iglesia en el mundo actual, No. 73-76 https://www.vatican.va/archive/hist_councils/ii_vatican_council/documents/vat-ii_const_19651207_gaudium-et-spes_sp.html"
1183," Doctrina social de la Iglesia, de la Rerum Novarum hasta nuestros días No. 89-103  HYPERLINK ""https://www.vatican.va/roman_curia/pontifical_councils/justpeace/documents/rc_pc_justpeace_doc_20060526_compendio-dott-soc_sp.html"" \l ""De la « Rerum novarum » hasta nuestros días""https://www.vatican.va/roman_curia/pontifical_councils/justpeace/documents/rc_pc_justpeace_doc_20060526_compendio-dott-soc_sp.html#De%20la%20«%20Rerum%20novarum%20»%20hasta%20nuestros%20días"
1184,"Fundamentos de la doctrina social de la Iglesia. https://ec.aciprensa.com/wiki/Fundamentos_de_la_Doctrina_social_de_la_Iglesia"
1185,"Doctrina social de la Iglesia, de la Rerum Novarum hasta nuestros días No. 132-134  HYPERLINK ""https://www.vatican.va/roman_curia/pontifical_councils/justpeace/documents/rc_pc_justpeace_doc_20060526_compendio-dott-soc_sp.html"" \l ""De la « Rerum novarum » hasta nuestros días""https://www.vatican.va/roman_curia/pontifical_councils/justpeace/documents/rc_pc_justpeace_doc_20060526_compendio-dott-soc_sp.html#De%20la%20«%20Rerum%20novarum%20»%20hasta%20nuestros%20días"
1186,"Doctrina social de la Iglesia, de la Rerum Novarum hasta nuestros días No. 171-184   HYPERLINK ""https://www.vatican.va/roman_curia/pontifical_councils/justpeace/documents/rc_pc_justpeace_doc_20060526_compendio-dott-soc_sp.html"" \l ""El respeto de la dignidad humana""https://www.vatican.va/roman_curia/pontifical_councils/justpeace/documents/rc_pc_justpeace_doc_20060526_compendio-dott-soc_sp.html#El%20respeto%20de%20la%20dignidad%20humana "
1187," Doctrina social de la Iglesia, de la Rerum Novarum hasta nuestros días No. 185-191     HYPERLINK ""https://www.vatican.va/roman_curia/pontifical_councils/justpeace/documents/rc_pc_justpeace_doc_20060526_compendio-dott-soc_sp.html"" \l ""IV. EL PRINCIPIO DE SUBSIDIARIDAD""https://www.vatican.va/roman_curia/pontifical_councils/justpeace/documents/rc_pc_justpeace_doc_20060526_compendio-dott-soc_sp.html#IV.%20EL%20PRINCIPIO%20DE%20SUBSIDIARIDAD"
1188," Doctrina social de la Iglesia, de la Rerum Novarum hasta nuestros días No. 197-203  HYPERLINK ""https://www.vatican.va/roman_curia/pontifical_councils/justpeace/documents/rc_pc_justpeace_doc_20060526_compendio-dott-soc_sp.html"" \l ""Relación entre principios y valores""https://www.vatican.va/roman_curia/pontifical_councils/justpeace/documents/rc_pc_justpeace_doc_20060526_compendio-dott-soc_sp.html#Relación%20entre%20principios%20y%20valores"
1189," Le fenomenología de manera introductoria podría definirse como un estilo radical, anti tradicional de filosofar que enfatiza el intento de llegar a la verdad de las cuestiones, de describir fenómenos, en el más amplio sentido como todo lo que aparece en la manera en que aparece a quien lo experimenta. https://centrodeestudiosfilosoficos.com.mx/blog/que-es-la-fenomenologia/"
1190," Biografía de Edith Stein, https://www.carmelitaniscalzi.com/es/quienes-somos/nuestros-santos/santa-teresa-benedicta-de-la-cruz/"
1191," Curso de introducción a la filosofía y psicología."
1192,"Biografía de Edmund Husserl https://www.biografiasyvidas.com/biografia/h/husserl.htm"
1193," Biografía de Max Scheller https://www.biografiasyvidas.com/biografia/s/scheler.htm"
1194," Biografía de Adolf Reinach https://es.wikipedia.org/wiki/Adolf_Reinach"
1195," La vocación de la mujer según el pensamiento de Edith Stein  HYPERLINK ""https://es.catholic.net/op/articulos/41613/cat/878/la-vocacion-de-la-mujer-segun-el-pensamiento-de-edith-stein.html"" \l ""modal""https://es.catholic.net/op/articulos/41613/cat/878/la-vocacion-de-la-mujer-segun-el-pensamiento-de-edith-stein.html#modal"
1196," “Ciencia de la Cruz”, Edith Stein, 2006, editorial Monte Carmelo, páginas 27 a 38."
1197," “Actualidad de la crítica fenomenológica de Edmund Husserl a la crisis de las ciencias”. Juan Mansilla Sepúlveda, Daniel Quilaqueo Rapimán, Claudia Huaiquián Billeke, José Rubens Lima Jardinilo; Universidad del Zulia, Octubre 19 del 2019. https://www.redalyc.org/journal/279/27961579011/html/"
1198," “Aspectos fundamentales del método de Edith Stein”, Mariano Crespo, facultad de filosofía pontíficia universidad Católica de chile, 2010. https://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0049-34492010000100004"
1199," Filosofía de Edith Stein  HYPERLINK ""https://plato.stanford.edu/entries/stein/"" \l ""NatuPers""https://plato.stanford.edu/entries/stein/#NatuPers"
1200," Notas sobre filosofía desde la fenomenología de Edith Stein, Rubén Sanchez Muñoz,UniversidadPopular Autónoma del Estado de Puebla.  https://elementos.buap.mx/post.php?id=531"
1201,"Husserl on religious experience , Jeffrey wattles, Kent State University, 2006. https://sites.google.com/a/kent.edu/jwattles/home/publications/husserl-on-religious-experience?pli=1"
1202," Filosofía de Edith Stein  HYPERLINK ""https://plato.stanford.edu/entries/stein/"" \l ""SpirTheoWork""https://plato.stanford.edu/entries/stein/#SpirTheoWork"
1203," La fuente y contenido de los siguientes párrafos corresponden a puntos claves del seminario realizado en la universidad Católica de Valencia, Octubre de 2017, “La empatía y la estructura de la persona en el pensamiento de Edith Stein” impartido por la psicóloga y Doctora en filosofía Mercedes Vilà Pladevall, del Instituto Diocesano de Ciencias Religiosas -IDCR. Seminario 2 y seminario 3 en https://www.youtube.com/watch?v=-nlPeH7WAa4&t=6s"
1204," Captación de la esencia que se capta mediante la abstracción, comienza por la experiencia y se refiere a ella. Definición: https://encyclopaedia.herdereditorial.com/wiki/Aprehensión"
1205," Filosofía de Edith Stein  HYPERLINK ""https://plato.stanford.edu/entries/stein/"" \l ""EarlPhen""https://plato.stanford.edu/entries/stein/#EarlPhen"
1206,"Biografia de Karl Rahner https://biblioguias.unav.edu/rahner/biografia"
1207," En Latín , se refiere en este caso al Espíritu de Dios, El Espíritu Santo https://ec.aciprensa.com/wiki/Espíritu"
1208," Curso fundamental sobre la fe, introducción al concepto del Cristianismo, Karl Rahner, pág .147 - 156"
1209,"Catecismo de la Iglesia Católica No. 364  HYPERLINK ""https://www.vatican.va/archive/catechism_sp/p1s2c1p6_sp.html"" \l "":~:text=364 El cuerpo del hombre,el templo del Espíritu (cf.""https://www.vatican.va/archive/catechism_sp/p1s2c1p6_sp.html#:~:text=364%20El%20cuerpo%20del%20hombre,el%20templo%20del%20Espíritu%20(cf."
1210," Significado trascendental del “ente” en la esencia de Dios en cuanto a su ser y su existencia."
1211,"Catecismo de la Iglesia Católica No. 1999 https://www.vatican.va/archive/catechism_sp/p3s1c3a2_sp.html"
1212,"Biografía de Francisco Suarez https://ec.aciprensa.com/wiki/Francisco_Suárez"
1213," El método antropológico trascendental de Karl Rahner como hermenéutica del mundo y de la praxis."
1214," Karl Rhaner , recursos bibliográficos, Universidad de Navarra https://biblioguias.unav.edu/rahner/recursosbibliograficos"
1215," Milestones, Memorias 1917-1977, Autobiografía de Joseph Ratzinger, páginas 128-129"
1216," Biografía de Gustavo Gutierrez https://pastoralsj.org/creer/1298-gustavo-gutierrez"
1217," El amor de los pobres  HYPERLINK ""https://es.catholic.net/op/articulos/42953/vi-el-amor-de-los-pobres.html"" \l ""modal""https://es.catholic.net/op/articulos/42953/vi-el-amor-de-los-pobres.html#modal"
1218," La Teología de la liberación, facultad de teología , Universidad Católica de Chile, Sergio Silva, 2009 https://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0049-34492009000100008"
1219," Biografía de Camilo Torres https://www.biografiasyvidas.com/biografia/t/torres_camilo_2.htm"
1220," Biografía de Leonardo Boff https://ignaciano.cl/biografia-leonardo-boff/"
1221," Algunos pensamientos de Leonardo Boff fueron rechazados por la Iglesia Católica, por lo que finalmente renunció al sacerdocio en 1992, pero sigue siendo parte de la Iglesia y sigue luchando por sus ideas. https://www.vatican.va/roman_curia/congregations/cfaith/documents/rc_con_cfaith_doc_19850311_notif-boff_en.html"
1222,"Biografía de Ernesto Che Guevara https://www.biografiasyvidas.com/biografia/g/guevara.htm"
1223," II Conferencia General del Episcopado Latinoamericano (Medellín, 50 años) - Congreso Eclesial - 23 al 26 de agosto de 2018.  HYPERLINK ""https://www.celam.org/observatoriosociopastoral/detalle_noticias.php?id=MTc5"" \l "":~:text=La II Conferencia General del,a la luz del Concilio”.""https://www.celam.org/observatoriosociopastoral/detalle_noticias.php?id=MTc5#:~:text=La%20II%20Conferencia%20General%20del,a%20la%20luz%20del%20Concilio”."
1224," Sagrada congregación para la doctrina de la fe, Introducción sobre algunos aspectos de la “Teología de la Liberación”, 1984. https://www.vatican.va/roman_curia/congregations/cfaith/documents/rc_con_cfaith_doc_19840806_theology-liberation_sp.html"
1225," Resumen de la Instrucción “Libertatis Conscientia”, sobre la libertad Cristiana y liberación, 1986 https://www.vatican.va/roman_curia/congregations/cfaith/documents/rc_con_cfaith_doc_19860322_freedom-liberation_sp.html"
1226," Respuesta del Papa sobre la Teología de la liberación, El País, 2017 https://www.aciprensa.com/noticias/63141/esta-fue-la-respuesta-del-Papa-al-diario-el-pais-sobre-la-teologia-de-la-liberacion"
1227," Aparecida, Brasil, 2007   HYPERLINK ""https://celam.org/conferencias-generales/"" \l "":~:text=Con la presencia e iluminación,la verdad y la vida”.""https://celam.org/conferencias-generales/#:~:text=Con%20la%20presencia%20e%20iluminación,la%20verdad%20y%20la%20vida”."
1228," La teología del Pueblo en el Magisterio pastoral del Papa Francisco http://www.americalatina.va/content/americalatina/es/articulos/la-teologia-del-pueblo-en-el-magisterio-pastoral-del-Papa-franci.html"
1229,"Biografía de Carlo Acutis  HYPERLINK ""https://www.es.catholic.net/op/articulos/70184/cat/1258/carlo-acutis-venerable.html"" \l ""modal""https://www.es.catholic.net/op/articulos/70184/cat/1258/carlo-acutis-venerable.html#modal"
1230," Carlo Acutis, “Basta con levantar la mirada” https://www.clonline.org/es/actualidad/articulos/2018-07-06-carlo-acutis-basta-con-levantar-la-mirada"
1231," Era la media Mesopotamia  y comprende lo que era el sur de Babilonia o, parte del sur de Irak de hoy. https://es.wikipedia.org/wiki/Caldea"
1232," Zona geográfica conocida también como Fenicia, se encontraba en la región del Levante https://www.worldhistory.org/trans/es/1-162/canaan/"
1233," Palestina https://www.worldhistory.org/trans/es/1-192/palestina/"
1234," Origen de la escritura https://historia.nationalgeographic.com.es/a/asi-se-origino-escritura-antigua-mesopotamia_20605"
1235,"La escritura del Antiguo Egipto https://www.worldhistory.org/trans/es/1-15434/la-escritura-del-antiguo-egipto/"
1236," Historia de la escritura en China https://ceao.es/historia-de-la-escritura-china/"
1237,"El origen del lenguaje Humano, ¿ Cómo y cuando empezamos a hablar ? https://www.inesem.es/revistadigital/idiomas/el-origen-del-lenguaje/"
1238," Génesis 1,28 La Biblia – Latinoamérica, Edición revisada 2005. Texto íntegro traducido del hebreo y del griego. “Dios los bendijo, diciéndoles – sean fecundos y multiplíquense...”"
1239," ¿ Que es la Torá Oral ? https://aishlatino.com/que-es-la-tora-oral"
1240," Existen ramas del Judaísmo, que afirman que la Tora Oral fue entregada también a Moisés https://torah-org.translate.goog/learning/basics-primer-torah-oraltorah/?_x_tr_sl=en&_x_tr_tl=es&_x_tr_hl=es&_x_tr_pto=tc, otros afirman, que la Tora Oral se transmitió durante miles o cientos de años como historias que fueron transmitidas oralmente en el antiguo Israel. Moisés sólo las puso por escrito. Afirman, que la Torá Escrita apenas apareció 3 mil años después de que Dios le diera la primera Mitzvá (ordenanza) a Adán. Por lo tanto, todo el contenido de la Torá anterior a Moisés (esto es, básicamente, el libro del Génesis) fue originalmente Torá Oral. https://www.enlacejudio.com/2017/06/01/la-tora-la-ley-oral-escrita-al-mismo-tiempo/"
1241,"Escritura protosinaítica http://www.proel.org/index.php?pagina=alfabetos/protosin"
1242," Familia de las escrituras semíticas con su origen en el cananeo y sus zonas geográficas de dispersión http://www.proel.org/index.php?pagina=alfabetos/fenicio"
1243," En la actualidad se corresponde con Israel, Palestina (la Franja de Gaza y Cisjordania), la zona occidental  de Jordania y algunos puntos de Siria y Líbano.https://es.wikipedia.org/wiki/Canaán"
1244,"  fueron una civilización semita que vivía al este del mar Muerto, en la actual Jordania. https://es.wikipedia.org/wiki/Moabitas"
1245," Es un alfabeto paleo-hebreo , consonántico cercano y relacionado al fenicio https://es.wikipedia.org/wiki/Alfabeto_paleohebreo "
1246," ¿Who wrote the Torah?,  Konrad Schmid, 2018 https://www.ias.edu/ideas/2018/schmid-torah"
1247," El papiro que desvela el misterio de la construcción de la gran pirámide https://viajes.nationalgeographic.com.es/a/papiro-que-desvela-misterio-construccion-gran-piramide_10552"
1248," “El infinito en un Junco”, 2021, Irene Vallejo, pág, 123"
1249,"Historia de Babilonia. Existen más de 300 mil tablillas de material de inscripciones Babilónicas de variado contenido https://ec.aciprensa.com/wiki/Babilonia"
1250," Exilio y profetas en el exilio https://mercaba.org/Libros/Emiliano/exilio_y_profetas_del_exilio.htm"
